,name,online_order,book_table,rate,votes,location,rest_type,cuisines,cost,menu_item
6776,85,1,1,4.3,840,307,302,85,600.0,2149
6777,23,1,0,4.2,819,307,2321,16,300.0,268
6778,7,1,1,4.0,130,307,2321,3,600.0,462
6779,8,1,1,3.2,501,307,2321,30,500.0,4973
6780,4,0,0,4.0,72,307,2321,273,500.0,5004
6781,39,1,0,4.0,293,307,5221,18,650.0,305
6783,31,0,0,2.3,30,307,2321,62,900.0,5004
6784,10,0,0,4.1,701,307,2321,10,600.0,5004
6785,9,1,1,4.5,733,821,107,9,900.0,457
6786,7,1,1,4.3,330,821,302,4,1400.0,1669
6789,33,1,0,3.4,54,42,2321,33,1000.0,463
6790,6,1,0,4.1,142,821,2321,273,700.0,1070
6792,24,1,0,3.1,175,821,71,37,600.0,683
6793,6,1,0,2.8,67,681,2321,6,300.0,3117
6796,6,0,0,3.9,57,821,69,19,400.0,5004
6800,6,0,0,3.9,90,821,2321,6,700.0,5004
6814,67,1,0,3.5,156,27,341,9,400.0,2092
6815,12,1,0,3.8,599,681,667,12,700.0,5004
6816,4,1,0,4.2,351,307,7293,117,600.0,1299
6818,3,1,0,3.6,151,8,667,3,450.0,5004
6821,12,1,0,3.8,798,681,667,41,450.0,5004
6822,12,1,0,3.8,78,27,341,12,250.0,3846
6824,5,1,0,2.8,295,681,667,776,500.0,5004
6826,2,1,0,4.0,107,821,5221,137,400.0,5004
6829,2,1,0,3.6,193,42,667,97,400.0,5004
6830,13,1,1,4.2,767,307,7293,8,700.0,2483
6833,3,1,0,4.4,150,681,5221,1,300.0,4693
6835,6,1,0,3.5,69,307,7293,6,850.0,1284
6840,3,1,0,3.8,58,681,5221,3,500.0,3906
6841,7,1,0,3.7,751,681,7293,9,500.0,2967
6846,31,1,0,3.6,97,681,2321,273,650.0,780
6857,3,1,0,4.0,151,821,5221,125,600.0,5004
6858,8,1,0,3.6,297,821,5221,3,400.0,4472
6859,2,1,0,3.6,162,681,667,1136,400.0,272
6862,3,1,0,3.3,405,821,667,49,500.0,3496
6866,2,1,0,3.7,241,681,5221,12,400.0,4793
6867,23,1,0,4.3,200,42,341,83,600.0,5004
6868,3,1,1,4.4,1777,681,7293,162,800.0,3370
6869,38,1,0,4.2,218,307,102,138,400.0,4175
6871,5,1,0,3.4,308,681,5221,776,300.0,1263
6874,3,1,0,3.0,208,681,5221,359,450.0,88
6875,4,1,0,3.5,338,681,7293,4,1000.0,382
6880,4,1,1,3.5,151,681,7293,776,800.0,4377
6881,4,1,0,3.3,387,821,7293,94,800.0,5004
6884,4,1,0,3.4,372,821,7293,137,500.0,5004
6888,57,1,0,3.0,394,307,5221,132,500.0,1583
6891,2,1,0,3.9,84,681,5221,5,300.0,5004
6896,3,1,0,3.7,52,821,667,1136,350.0,1055
6898,17,1,0,3.7,175,821,667,70,500.0,238
6899,2,1,0,4.6,110,681,44,43,400.0,1609
6900,3,1,0,3.9,81,681,5221,137,400.0,5004
6901,4,1,0,2.6,158,681,5221,1136,300.0,5004
6902,2,1,0,3.9,162,821,667,45,300.0,2106
6906,8,1,0,2.6,329,681,7293,7,700.0,5004
6907,2,1,0,4.0,306,681,5221,54,150.0,630
6908,4,1,0,3.1,152,681,7293,4,600.0,1501
6913,26,1,0,4.2,78,821,341,26,500.0,1872
6914,10,1,0,3.3,225,681,5221,4,250.0,261
6915,3,1,0,3.1,216,681,7293,3,650.0,5004
6916,13,1,0,3.3,68,681,134,17,250.0,2288
6917,3,1,1,3.9,1117,821,7293,3,750.0,3518
6918,55,1,0,3.0,458,307,5221,106,800.0,133
6921,30,1,0,4.1,502,681,1074,214,500.0,2253
6923,4,1,0,4.0,167,681,1074,4,350.0,3158
6924,16,1,0,4.0,171,821,157,215,500.0,1629
6926,7,0,0,4.1,1123,307,5221,11,500.0,5004
6927,6,0,1,4.2,65,307,128,6,400.0,5004
6929,4,1,0,2.4,125,821,7293,4,500.0,737
6931,17,1,0,3.3,184,681,5221,17,350.0,460
6932,11,1,0,4.2,402,821,667,1136,400.0,3887
6933,7,1,1,4.3,330,821,302,4,1400.0,1669
6934,31,1,0,3.7,487,681,7293,4,700.0,2707
6935,4,1,0,3.5,108,681,5221,58,300.0,3812
6936,27,1,0,4.1,48,681,667,27,600.0,1484
6937,28,1,0,3.2,835,821,667,24,450.0,2944
6938,4,1,0,4.2,3336,681,7293,14,600.0,5004
6939,51,1,0,3.9,114,42,5221,64,600.0,1398
6940,2,1,0,4.1,319,681,667,776,300.0,3804
6941,2,1,0,4.5,224,681,5221,1,300.0,4655
6944,4,0,0,3.4,230,307,7293,4,550.0,5004
6945,56,1,0,3.7,486,42,5221,83,750.0,4187
6946,5,1,0,4.0,58,821,1074,122,300.0,3175
6947,5,1,0,3.8,107,307,7293,5,800.0,5004
6948,4,1,0,3.2,789,307,5221,13,400.0,1361
6949,10,1,0,4.0,239,681,5221,8,200.0,4955
6950,5,1,0,3.9,191,821,5221,776,300.0,5004
6951,54,1,0,4.0,176,42,667,54,500.0,1003
6952,3,1,0,3.9,666,681,7293,3,450.0,2811
6954,5,1,0,3.1,158,307,5221,137,450.0,4872
6955,10,1,0,4.0,901,821,667,1136,400.0,1931
6959,5,1,0,4.2,334,681,41,5,200.0,2507
6960,3,1,0,3.1,71,821,5221,1136,400.0,4093
6961,19,1,1,3.9,1644,821,7293,40,800.0,4550
6963,8,1,0,4.4,536,202,667,57,600.0,2059
6965,52,1,0,4.5,949,681,1074,208,400.0,588
6968,4,1,0,4.1,284,681,1074,122,300.0,2300
6969,4,0,0,2.6,140,307,7293,233,400.0,5004
6970,22,0,0,2.9,595,307,7293,79,650.0,5004
6971,4,0,0,3.6,97,307,5221,776,450.0,5004
6972,18,1,0,4.3,501,821,1074,208,400.0,5004
6975,3,1,0,3.8,178,821,5221,7,400.0,3515
6983,30,1,0,4.1,74,681,667,83,750.0,2162
6984,39,1,0,3.8,63,681,2321,18,650.0,303
6985,2,1,0,3.8,26,681,5221,2,150.0,5004
6986,30,1,0,4.0,546,307,7293,38,800.0,2809
6987,3,1,0,3.7,111,821,667,25,200.0,4749
6988,3,1,0,3.4,242,27,5221,1136,300.0,3815
6994,28,0,0,2.4,229,307,7293,1136,450.0,5004
6995,85,1,1,4.6,2750,681,302,85,600.0,2221
7015,4,1,0,2.8,511,821,5221,776,350.0,3788
7016,59,1,0,2.8,246,42,217,132,400.0,660
7017,3,1,1,3.6,109,821,5221,1136,300.0,3223
7018,25,1,0,4.0,180,307,55,12,550.0,35
7020,5,1,1,4.7,5746,681,42,5,1400.0,3288
7021,18,1,0,3.6,118,27,341,11,300.0,1984
7025,3,1,0,4.1,141,681,5221,1136,300.0,5004
7026,4,1,1,4.5,2949,681,328,4,1300.0,191
7028,23,1,0,4.1,219,27,44,37,250.0,3652
7029,31,1,0,3.0,530,821,7293,6,500.0,3657
7031,4,0,0,2.9,115,307,7293,776,800.0,5004
7032,10,0,0,4.1,701,307,2321,10,600.0,5004
7033,6,1,0,3.3,244,307,5221,29,400.0,2414
7034,7,1,0,3.7,80,681,7293,3,600.0,5004
7036,3,1,1,4.0,956,821,7293,47,750.0,5004
7037,4,1,0,3.9,756,681,7293,82,1000.0,744
7040,5,1,1,3.9,328,307,7293,2,600.0,2621
7041,13,1,1,4.6,586,821,7293,11,1000.0,5004
7042,6,1,0,3.9,631,681,5221,93,300.0,3749
7043,13,1,0,3.7,141,681,137,43,300.0,2872
7044,2,1,0,2.9,142,42,341,1136,400.0,1646
7045,3,1,0,3.6,535,681,5221,3,400.0,5004
7046,5,1,1,4.0,364,821,7293,5,700.0,2104
7048,6,1,0,4.0,108,821,7293,20,700.0,5004
7050,17,1,0,4.1,926,821,7293,10,700.0,5004
7051,3,1,0,4.0,458,681,5221,93,400.0,5004
7052,30,1,0,3.9,167,821,667,167,650.0,1977
7054,5,1,1,4.1,1739,821,7293,5,1400.0,2457
7055,9,1,1,4.5,733,821,107,9,900.0,457
7056,3,1,0,3.9,175,821,5221,1136,350.0,5004
7057,30,1,0,4.0,738,821,7293,42,750.0,2005
7058,4,1,0,3.8,56,821,7293,4,900.0,1983
7060,5,1,0,3.6,202,821,5221,73,400.0,5004
7061,4,1,1,4.0,903,681,7293,4,750.0,1825
7062,4,1,1,4.0,1623,821,302,4,900.0,2592
7064,33,1,0,3.1,226,681,7293,46,500.0,5004
7065,15,1,0,3.9,118,821,667,17,600.0,3487
7067,3,1,0,4.1,119,42,157,215,500.0,591
7068,47,1,0,3.9,279,681,7293,69,750.0,4151
7070,4,1,1,3.9,225,681,7293,16,800.0,5004
7072,25,1,0,3.6,124,681,5221,62,600.0,5004
7073,5,1,0,3.9,195,307,5221,5,300.0,3581
7076,39,1,1,3.5,261,307,217,58,1500.0,4625
7077,42,1,0,4.0,652,681,5221,3,450.0,4933
7079,3,1,0,3.8,424,821,7293,3,800.0,5004
7080,5,1,0,4.3,559,821,2321,5,550.0,5004
7081,2,1,0,3.5,94,821,217,2,500.0,4708
7085,3,1,0,3.4,226,821,5221,1136,400.0,5004
7086,37,1,0,3.5,374,821,7293,94,550.0,5004
7087,5,1,0,3.7,353,821,7293,82,700.0,5004
7090,16,1,0,4.1,295,681,7293,1136,1000.0,5004
7091,3,1,0,3.8,99,821,5221,3,450.0,5004
7092,41,1,0,3.8,90,821,134,46,250.0,4057
7094,3,1,0,4.7,231,821,7293,3,2000.0,822
7097,4,1,0,4.0,136,681,7293,4,1000.0,5004
7100,6,1,1,4.4,1151,681,217,6,1200.0,5004
7101,34,1,0,3.8,197,307,5221,57,300.0,2732
7104,3,1,0,3.7,61,821,667,12,600.0,5004
7109,7,1,1,4.0,130,307,2321,3,600.0,462
7110,7,1,0,4.3,170,821,31,7,400.0,2289
7111,7,1,0,4.0,717,681,7293,7,800.0,745
7112,3,1,0,3.8,281,821,7293,125,700.0,313
7113,26,1,1,3.8,741,821,7293,1136,900.0,5004
7114,2,1,1,4.3,176,681,7293,2,1000.0,5004
7115,31,1,0,3.8,303,821,5221,41,350.0,4366
7116,5,1,1,4.0,510,307,7293,5,800.0,2175
7117,2,1,0,4.1,74,821,137,2,300.0,3758
7118,7,1,0,4.9,518,821,7293,1136,2000.0,3257
7119,8,1,0,4.3,627,821,217,167,450.0,5004
7123,4,1,0,3.8,294,681,5221,20,350.0,5004
7124,20,1,0,3.7,188,307,5221,54,200.0,3001
7125,6,1,0,3.9,79,681,5221,1136,250.0,55
7126,35,1,0,3.6,63,42,44,28,400.0,5004
7127,3,1,0,2.7,135,681,7293,1,550.0,5004
7128,10,1,0,4.2,764,821,7293,10,1100.0,5004
7129,3,1,0,4.1,191,821,134,8,250.0,3163
7131,6,1,1,3.9,539,821,217,6,1500.0,793
7133,15,1,0,3.9,1618,821,7293,17,800.0,1275
7134,4,1,0,3.0,177,821,5221,45,400.0,2840
7136,30,1,1,4.2,794,821,69,30,600.0,4428
7137,2,1,1,4.2,263,821,7293,21,1500.0,5004
7138,38,1,0,4.3,544,821,143,33,500.0,1557
7140,8,1,1,4.1,471,821,7293,32,800.0,5004
7142,40,1,1,4.3,1017,821,7293,41,1500.0,3849
7144,3,1,0,4.2,253,307,5221,359,200.0,878
7145,9,1,0,3.7,81,307,5221,150,400.0,2553
7150,6,1,0,2.8,67,681,2321,6,300.0,3117
7154,4,1,0,2.4,56,681,7293,776,600.0,985
7155,4,1,0,4.0,497,681,7293,117,600.0,2590
7156,4,1,0,3.7,61,681,5221,4,200.0,3593
7161,4,1,1,4.4,1216,681,980,1136,1100.0,2526
7162,8,1,0,4.0,388,681,7293,20,500.0,5004
7166,6,1,0,3.7,204,681,217,82,600.0,3624
7167,3,1,0,3.7,88,821,5221,776,300.0,1918
7169,11,0,0,4.2,2992,821,7293,1136,800.0,5004
7171,4,0,1,2.7,442,681,7293,1136,900.0,5004
7172,5,0,1,4.0,288,821,7293,5,1500.0,5004
7173,5,0,1,3.5,185,821,7293,9,800.0,5004
7174,4,0,0,3.6,115,821,7293,776,600.0,5004
7175,4,0,0,3.8,35,681,980,12,1100.0,5004
7178,25,0,0,4.0,90,821,1074,208,200.0,5004
7181,4,0,0,4.1,122,681,5221,1136,200.0,5004
7182,5,0,0,3.4,46,821,5221,50,350.0,5004
7184,4,0,0,3.9,50,821,7293,62,500.0,5004
7185,39,0,0,3.9,123,821,34,40,400.0,5004
7191,4,0,0,3.2,167,821,7293,1136,450.0,5004
7198,11,0,1,3.0,83,821,7293,359,1200.0,5004
7199,4,0,0,3.8,688,681,7293,117,1000.0,5004
7200,2,0,0,3.7,198,821,7293,137,700.0,5004
7203,6,0,0,3.9,90,821,2321,6,700.0,5004
7205,4,0,0,2.8,70,27,7293,4,650.0,5004
7207,20,0,0,2.1,342,681,5221,97,500.0,5004
7208,4,0,0,3.3,47,681,5221,1136,300.0,5004
7217,4,0,0,3.7,51,821,7293,82,600.0,5004
7234,10,0,0,3.4,32,821,667,13,400.0,5004
7235,11,0,0,2.6,84,821,217,1136,400.0,5004
7319,4,0,0,3.8,78,681,5221,776,350.0,5004
7320,5,0,1,3.6,54,821,7293,24,1100.0,5004
7321,4,0,0,3.5,44,681,5221,4,400.0,5004
7329,3,1,0,3.9,84,821,5221,233,250.0,2402
7330,3,1,1,3.8,384,681,7293,16,800.0,5004
7331,16,1,0,2.8,1870,307,7293,6,750.0,2821
7332,5,1,0,3.7,114,681,5221,137,400.0,2003
7333,23,1,0,2.8,43,681,96,65,450.0,5004
7337,4,1,0,3.8,373,681,5221,4,300.0,2328
7344,3,1,0,3.9,385,821,5221,12,300.0,2807
7346,5,1,0,3.0,148,307,7293,9,600.0,3851
7347,13,1,0,3.6,195,681,7293,3,650.0,742
7350,4,1,1,3.8,572,681,7293,4,600.0,725
7351,4,1,0,3.9,55,681,7293,83,800.0,1305
7355,4,1,0,4.0,463,307,7293,1136,700.0,3630
7358,4,1,0,3.6,106,307,5221,233,250.0,5004
7362,27,1,0,3.0,451,681,7293,21,500.0,2997
7364,33,1,0,3.4,54,42,2321,33,1000.0,463
7365,5,1,0,3.6,92,307,5221,233,350.0,2015
7366,23,1,0,3.6,89,681,5221,18,700.0,991
7369,4,1,0,4.1,673,681,5221,37,200.0,249
7371,4,1,0,3.8,147,821,5221,49,400.0,4368
7373,4,1,0,3.7,205,681,5221,1136,350.0,4402
7374,18,1,0,3.7,106,307,217,22,500.0,653
7375,5,1,0,3.8,97,307,7293,36,800.0,3932
7376,3,1,0,3.9,40,821,7293,3,2000.0,881
7377,4,1,0,3.8,207,821,5221,14,350.0,2039
7379,18,1,0,3.1,111,821,5221,17,600.0,5004
7382,4,1,0,2.8,36,821,7293,4,700.0,5004
7383,4,1,1,4.0,152,681,7293,4,800.0,4375
7385,6,1,0,3.6,49,307,5221,37,300.0,4640
7386,4,1,0,3.1,61,681,667,210,550.0,5004
7387,1,1,0,3.8,49,821,1074,45,400.0,4252
7389,3,1,0,3.8,241,821,7293,13,550.0,3291
7391,4,1,0,2.8,31,821,7293,233,400.0,1251
7392,5,1,0,3.4,372,307,7293,5,750.0,1897
7394,6,1,0,2.7,35,307,5221,1136,150.0,247
7397,4,1,0,3.7,61,681,7293,37,700.0,5004
7398,23,1,0,4.2,819,307,2321,16,300.0,268
7400,26,1,0,3.9,147,821,5221,26,600.0,4542
7406,2,1,0,3.5,51,821,667,359,600.0,1915
7409,4,1,0,3.7,25,821,5221,776,500.0,5004
7410,4,1,0,3.2,379,821,7293,4,1000.0,3371
7411,2,1,0,3.9,217,681,5221,1136,250.0,4000
7413,4,1,0,4.2,175,681,7293,4,1000.0,4279
7415,4,1,1,3.8,818,821,302,4,1100.0,3779
7416,3,1,0,3.8,47,681,5221,45,300.0,3884
7426,5,1,1,3.8,129,821,328,5,1200.0,2640
7427,3,1,0,3.8,81,42,217,5,500.0,4832
7430,24,1,0,3.1,175,821,71,37,600.0,683
7431,3,1,0,3.8,117,821,5221,41,450.0,228
7434,6,1,0,3.2,126,821,5221,150,300.0,1793
7437,4,1,0,3.6,39,821,5221,93,400.0,2041
7438,3,1,0,3.5,178,681,7293,3,800.0,637
